Timestamp,Source,Event,Details,Stim_Amp,Stim_Freq,Stim_PW
2025-10-17T15:16:30.041270,Arduino,CMD,RUN sent,"10,35,300"
2025-10-17T15:16:30.149463,Arduino,CMD,UNLOCK and RUN sent,"10,35,300"
2025-10-17T15:16:30.447426,Arduino,Message,",9280,-1172,12992","10,35,300"
2025-10-17T15:16:32.141703,IMU,Position,AX=9276 AY=-1224 AZ=12380,"10,35,300"
2025-10-17T15:16:32.258966,Arduino,Message,"IMU,9276,-1224,12380","10,35,300"
2025-10-17T15:16:33.738352,IMU,Position,AX=8576 AY=-628 AZ=12652,"10,35,300"
2025-10-17T15:16:34.025342,Arduino,Message,"IMU,8576,-628,12652","10,35,300"
2025-10-17T15:16:35.041513,IMU,Position,AX=8668 AY=-1924 AZ=13064,"10,35,300"
2025-10-17T15:16:35.192919,Arduino,Message,"IMU,8668,-1924,13064","10,35,300"
2025-10-17T15:16:35.773732,Arduino,Message,"U,8680,-904,13232","10,35,300"
2025-10-17T15:16:37.709577,IMU,Position,AX=9532 AY=-1392 AZ=12744,"10,35,300"
2025-10-17T15:16:37.941924,Arduino,Message,"IMU,9532,-1392,12744","10,35,300"
2025-10-17T15:16:38.937820,IMU,Position,AX=9280 AY=-1172 AZ=12992,"10,35,300"
2025-10-17T15:16:39.142628,Arduino,Message,"IMU,9280,-1172,12992","10,35,300"
2025-10-17T15:16:40.140933,IMU,Position,AX=9276 AY=-1224 AZ=12380,"10,35,300"
2025-10-17T15:16:40.358238,Arduino,Message,"IMU,9276,-1224,12380","10,35,300"
2025-10-17T15:16:41.639106,IMU,Position,AX=8576 AY=-628 AZ=12652,"10,35,300"
2025-10-17T15:16:41.789370,Arduino,Message,"IMU,8576,-628,12652","10,35,300"
2025-10-17T15:16:42.955914,IMU,Position,AX=8668 AY=-1924 AZ=13064,"10,35,300"
2025-10-17T15:16:43.207537,Arduino,Message,"IMU,8668,-1924,13064","10,35,300"
2025-10-17T15:16:43.922112,Arduino,Message,"U,8680,-904,13232","10,35,300"
2025-10-17T15:16:46.103726,IMU,Position,AX=9532 AY=-1392 AZ=12744,"10,35,300"
2025-10-17T15:16:46.307537,Arduino,Message,"IMU,9532,-1392,12744","10,35,300"
2025-10-17T15:16:47.540330,IMU,Position,AX=9280 AY=-1172 AZ=12992,"10,35,300"
2025-10-17T15:16:47.790598,Arduino,Message,"IMU,9280,-1172,12992","10,35,300"
2025-10-17T15:16:49.259749,IMU,Position,AX=9276 AY=-1224 AZ=12380,"10,35,300"
2025-10-17T15:16:49.439917,Arduino,Message,"IMU,9276,-1224,12380","10,35,300"
2025-10-17T15:16:50.222378,IMU,Position,AX=8576 AY=-628 AZ=12652,"10,35,300"
2025-10-17T15:16:50.440488,Arduino,Message,"IMU,8576,-628,12652","10,35,300"
2025-10-17T15:16:51.775595,IMU,Position,AX=8668 AY=-1924 AZ=13064,"10,35,300"
2025-10-17T15:16:51.975113,Arduino,Message,"IMU,8668,-1924,13064","10,35,300"
2025-10-17T15:16:52.902073,Arduino,Message,MPU6050 connected.,"10,35,300"
2025-10-17T15:16:54.091963,IMU,Position,AX=9036 AY=-2032 AZ=13028,"10,35,300"
2025-10-17T15:16:54.359539,Arduino,Message,"IMU,9036,-2032,13028","10,35,300"
2025-10-17T15:16:55.335425,IMU,Position,AX=8576 AY=-2208 AZ=13264,"10,35,300"
2025-10-17T15:16:55.473889,Arduino,Message,"IMU,8576,-2208,13264","10,35,300"
2025-10-17T15:16:57.184660,IMU,Position,AX=8784 AY=-2348 AZ=13040,"10,35,300"
2025-10-17T15:16:57.410325,Arduino,Message,"IMU,8784,-2348,13040","10,35,300"
2025-10-17T15:16:59.224415,IMU,Position,AX=9000 AY=-1880 AZ=12872,"10,35,300"
2025-10-17T15:16:59.425964,Arduino,Message,"IMU,9000,-1880,12872","10,35,300"
2025-10-17T15:17:00.121632,IMU,Position,AX=8848 AY=-2176 AZ=13144,"10,35,300"
2025-10-17T15:17:00.423559,Arduino,Message,"IMU,8848,-2176,13144","10,35,300"
2025-10-17T15:17:01.621335,IMU,Position,AX=8844 AY=-2220 AZ=12864,"10,35,300"
2025-10-17T15:17:01.890360,Arduino,Message,"IMU,8844,-2220,12864","10,35,300"
2025-10-17T15:17:03.046009,IMU,Position,AX=8488 AY=-1588 AZ=13000,"10,35,300"
2025-10-17T15:17:03.095130,Arduino,Message,"IMU,8488,-1588,13000","10,35,300"
2025-10-17T15:17:03.224665,Arduino,CMD,"PAUSE,FES OFF,CH OFF sent","10,35,300"
2025-10-17T15:17:03.234769,System,Shutdown,COMPLETE,"10,35,300"
2025-10-17T15:17:03.242191,System,Shutdown,,"10,35,300"
